product_id,product_brand,product_name,product_sku,product_retail_price,product_cost,product_weight,recyclable,low_fat
544,Northern Mills,Northern Mills Organic Laundry Detergent,NM-00544-S,4.04,2.05,1.35,Yes,No
545,Silver Creek,Silver Creek Traditional Tortilla Chips,SC-00545-U,3.14,1.3,0.59,No,No
546,Meadowbrook,Meadowbrook Extra Crunchy Lettuce,M-00546-I,2.2,1.29,2.21,Yes,No
547,Prime Select,Prime Select Gourmet Soda,PS-00547-S,2.97,1.46,1.02,Yes,No
548,Greenleaf,Greenleaf Reduced Fat Vitamins,G-00548-N,10.75,5.28,0.6,No,No
549,Premium Choice,Premium Choice Value Pack Shampoo,PC-00549-E,3.35,2.04,0.86,No,No
550,Truetaste,Truetaste Lite Sports Drink,T-00550-C,3.23,2.11,2.68,Yes,No
551,Bluepeak,Bluepeak Jumbo Sausage,B-00551-Z,6.88,3.8,1.94,Yes,Yes
552,Hilltop Farms,Hilltop Farms Fresh Potato Chips,HF-00552-A,4.95,3.29,0.83,Yes,Yes
553,Silver Creek,Silver Creek Deluxe Dish Soap,SC-00553-C,2.54,1.7,3.25,No,No
554,Farmhouse Select,Farmhouse Select Traditional Tea,FS-00554-I,1.89,0.75,2.58,Yes,No
555,Farmhouse Select,Farmhouse Select Fresh Muffins,FS-00555-K,5.07,2.05,0.69,No,No
556,Northern Mills,Northern Mills Traditional Shrimp,NM-00556-V,7.51,3.35,1.01,Yes,No
557,Golden Valley,Golden Valley Organic Napkins,GV-00557-X,3.73,2.34,3.92,Yes,No
558,Natures Best,Natures Best Traditional Crackers,nb-00558-h,4.21,1.5,0.68,No,No
559,Greenleaf,Greenleaf Organic Cod,g-00559-t,5.57,2.07,1.6,Yes,No
560,Family Choice,Family Choice Mini Sports Drink,FC-00560-K,2.88,1.94,0.62,Yes,No
561,Farmhouse Select,Farmhouse Select Gourmet Ground Beef,FS-00561-C,3.26,2.42,1.14,Yes,Yes
562,Hilltop Farms,Hilltop Farms Traditional Tilapia,HF-00562-H,12.3,8.4,1.62,Yes,No
563,Premium Choice,Premium Choice Reduced Fat Bananas,PC-00563-F,0.8,0.46,1.56,Yes,No
564,Natures Best,Natures Best Classic Deodorant,NB-00564-Y,8.42,4.63,0.84,Yes,No
565,Coastal Fresh,Coastal Fresh Organic Sausage,CF-00565-G,3.73,2.45,3.39,Yes,No
566,Family Choice,Family Choice Classic Potato Chips,FC-00566-I,2.14,0.95,0.89,No,No
567,Silver Creek,Silver Creek Organic Milk,SC-00567-R,6.24,2.29,1.54,No,Yes
568,Greenleaf,Greenleaf Low Sodium Sports Drink,G-00568-E,4.77,2.43,0.67,Yes,No
569,Hilltop Farms,Hilltop Farms Deluxe Coffee,HF-00569-J,6.92,4.77,2.44,No,No
570,Value Plus,Value Plus Value Pack Sports Drink,VP-00570-A,1.48,2.42,2.95,No,No
571,Northern Mills,Northern Mills Lite Lettuce,NM-00571-S,1.96,2.42,1.58,Yes,No
572,Everyday Basics,Everyday Basics Classic Juice,EB-00572-J,1.56,1.05,1.85,Yes,No
573,Urban Pantry,Urban Pantry Low Sodium Sausage,UP-00573-N,3.72,2.57,1.51,No,No
574,Sunrise Organics,Sunrise Organics Value Pack Ice Cream,SO-00574-I,6.85,4.46,1.43,Yes,No
575,Golden Harvest,Golden Harvest Fresh Tv Dinner,GH-00575-A,7.87,4.72,1.49,Yes,No
576,Family Choice,Family Choice Low Sodium Tortilla Chips,FC-00576-Y,2.89,1.97,0.21,No,Yes
577,American Classic,American Classic Lite Carrots,AC-00577-C,2.37,1.4,1.97,Yes,No
578,Urban Pantry,Urban Pantry Jumbo Tuna,UP-00578-V,15.15,7.16,2.18,Yes,No
579,Family Choice,Family Choice Lite Rolls,FC-00579-J,2.97,1.92,1.16,Yes,No
580,Crystal Springs,Crystal Springs Lite Napkins,CS-00580-K,5.41,3.11,3.06,Yes,No
581,American Classic,American Classic Original Napkins,AC-00581-U,7.11,2.42,3.54,Yes,No
582,Prime Select,Prime Select Low Sodium Donuts,PS-00582-I,4.99,2.43,0.6,No,No
583,Prime Select,Prime Select Reduced Fat Deodorant,PS-00583-Q,6.03,3.13,0.54,No,No
584,Truetaste,Truetaste Gourmet Apples,T-00584-I,2.89,1.97,2.62,No,No
585,Bluepeak,Bluepeak Traditional Frozen Fries,B-00585-E,8.46,5.87,2.19,No,No
586,Golden Valley,Golden Valley Fresh Bread,GV-00586-W,2.67,1.04,0.33,Yes,No
587,Family Choice,Family Choice Lite Frozen Pizza,FC-00587-C,5.09,3.27,2.65,Yes,No
588,Coastal Fresh,Coastal Fresh Deluxe Waffles,CF-00588-Q,6.08,3.78,1.47,No,Yes
589,Value Plus,Value Plus Low Sodium Vitamins,vp-00589-v,2.63,0.94,0.47,Yes,No
590,American Classic,American Classic Family Size Tea,AC-00590-J,1.65,0.7,2.62,No,No
591,Natures Best,Natures Best Reduced Fat Carrots,NB-00591-X,1.44,0.84,1.93,No,No
592,Hilltop Farms,Hilltop Farms Traditional Frozen Fries,HF-00592-C,4.08,1.48,2.15,Yes,No
593,Silver Creek,Silver Creek Extra Crunchy Bar Soap,SC-00593-F,4.14,2.0,0.56,Yes,No
594,Everyday Basics,Everyday Basics Mini Frozen Pizza,EB-00594-D,3.29,2.04,1.43,No,No
595,Sunrise Organics,Sunrise Organics Value Pack Crackers,SO-00595-N,3.48,1.42,0.43,No,Yes
596,Family Choice,Family Choice Value Pack Laundry Detergent,FC-00596-I,2.68,1.79,1.02,Yes,No
597,Northern Mills,Northern Mills Family Size Carrots,NM-00597-Q,1.68,1.15,2.55,No,No
598,Bluepeak,Bluepeak Mini Juice,B-00598-N,4.65,2.65,0.65,No,No
599,Farmhouse Select,Farmhouse Select Reduced Fat Frozen Pizza,FS-00599-Z,3.68,2.12,1.69,Yes,No
600,Premium Choice,Premium Choice Reduced Fat Pretzels,PC-00600-B,2.63,1.83,0.64,Yes,Yes
601,Natures Best,Natures Best Mini Frozen Fries,NB-00601-Y,2.95,1.88,1.24,No,Yes
602,Wholesome Co,Wholesome Co Classic Bar Soap,WC-00602-O,5.42,2.54,1.11,Yes,No
603,Natures Best,Natures Best Deluxe Vitamins,NB-00603-X,5.29,1.98,0.93,No,No
604,Northern Mills,Northern Mills Deluxe Tv Dinner,NM-00604-E,2.03,1.02,1.79,No,No
605,Pure Origins,Pure Origins Reduced Fat Onions,PO-00605-D,2.57,1.11,1.54,Yes,No
606,Hilltop Farms,Hilltop Farms Lite Waffles,HF-00606-E,7.54,4.99,2.7,No,No
607,Farmhouse Select,Farmhouse Select Jumbo Shrimp,FS-00607-E,6.82,3.44,1.96,Yes,No
608,Heritage Foods,Heritage Foods Deluxe Ice Cream,HF-00608-T,8.82,3.77,1.41,Yes,No
609,Family Choice,Family Choice Organic Pork Chops,FC-00609-H,5.99,3.52,2.52,Yes,No
610,Urban Pantry,Urban Pantry Traditional Onions,UP-00610-O,1.8,1.24,2.77,No,No
611,Northern Mills,Northern Mills Value Pack Sports Drink,NM-00611-K,5.36,3.62,2.56,No,No
612,Everyday Basics,Everyday Basics Mini Waffles,eb-00612-q,2.65,0.99,2.42,No,No
613,Silver Creek,Silver Creek Fresh Apples,SC-00613-H,3.43,1.7,2.45,No,No
614,American Classic,American Classic Classic Tea,ac-00614-w,4.36,2.95,2.81,Yes,No
615,Northern Mills,Northern Mills Organic Laundry Detergent,NM-00615-Y,6.99,4.09,1.66,No,No
616,Coastal Fresh,Coastal Fresh Low Sodium Muffins,CF-00616-O,3.48,2.35,1.39,Yes,No
617,Meadowbrook,Meadowbrook Classic Vitamins,M-00617-L,3.7,2.42,0.26,No,No
618,Heritage Foods,Heritage Foods Classic Lettuce,hf-00618-y,0.51,0.23,1.43,Yes,No
619,Golden Harvest,Golden Harvest Fresh Milk,GH-00619-Y,2.44,1.43,1.94,Yes,No
620,Prime Select,Prime Select Value Pack Lettuce,PS-00620-X,2.09,0.96,2.69,No,No
621,American Classic,American Classic Extra Crunchy Cookies,AC-00621-H,2.34,1.42,0.73,Yes,No
622,Pure Origins,Pure Origins Deluxe Crackers,PO-00622-R,4.79,2.25,0.3,No,No
623,Farmhouse Select,Farmhouse Select Original Paper Towels,FS-00623-Z,3.52,2.41,1.02,No,No
624,Greenleaf,Greenleaf Fresh Waffles,G-00624-C,4.86,2.59,2.46,Yes,Yes
625,Everyday Basics,Everyday Basics Low Sodium Ham,EB-00625-Y,9.0,6.2,3.06,Yes,No
626,Crystal Springs,Crystal Springs Family Size Bacon,CS-00626-Q,9.96,6.48,1.58,Yes,No
627,Meadowbrook,Meadowbrook Organic Trash Bags,M-00627-L,8.82,4.44,3.5,No,No
628,Golden Harvest,Golden Harvest Classic Napkins,GH-00628-K,7.25,4.87,2.14,Yes,No
629,Value Plus,Value Plus Lite Soda,VP-00629-F,6.66,3.91,1.52,No,No
630,Farmhouse Select,Farmhouse Select Jumbo Tea,FS-00630-B,5.39,3.76,2.99,Yes,No
631,Crystal Springs,Crystal Springs Lite Toothpaste,CS-00631-J,12.69,5.26,0.81,No,No
632,Farmhouse Select,Farmhouse Select Low Sodium Tortilla Chips,FS-00632-F,3.22,1.93,0.63,Yes,No
633,Hilltop Farms,Hilltop Farms Lite Apples,HF-00633-V,2.67,1.34,2.93,Yes,No
634,Everyday Basics,Everyday Basics Mini Yogurt,EB-00634-O,6.0,3.36,1.83,No,No
635,Greenleaf,Greenleaf Value Pack Bread,G-00635-X,3.41,1.96,0.99,Yes,No
636,Greenleaf,Greenleaf Fresh Frozen Vegetables,G-00636-Q,6.82,3.34,2.83,No,No
637,Ecoharvest,Ecoharvest Lite Tuna,E-00637-R,14.46,7.84,2.13,Yes,No
638,Natures Best,Natures Best Mini Sour Cream,NB-00638-N,4.59,2.51,2.1,Yes,Yes
639,Pure Origins,Pure Origins Family Size Deodorant,PO-00639-X,2.17,1.24,0.7,Yes,No
640,Everyday Basics,Everyday Basics Traditional Lotion,EB-00640-M,12.77,8.31,0.84,No,No
641,Wholesome Co,Wholesome Co Deluxe Crackers,WC-00641-D,2.39,1.01,0.43,Yes,Yes
642,Farmhouse Select,Farmhouse Select Jumbo Vitamins,FS-00642-R,12.67,7.16,0.33,No,No
643,Prime Select,Prime Select Traditional Toothpaste,PS-00643-R,8.55,3.4,0.72,Yes,No
644,Everyday Basics,Everyday Basics Gourmet Tomatoes,EB-00644-N,3.53,1.33,1.44,Yes,No
645,American Classic,American Classic Mini Popcorn,AC-00645-W,4.73,1.93,0.29,Yes,No
646,Farmhouse Select,Farmhouse Select Fresh Rolls,FS-00646-O,3.05,1.91,1.07,No,No
647,Premium Choice,Premium Choice Traditional Onions,PC-00647-U,3.99,1.64,2.56,Yes,No
648,Northern Mills,Northern Mills Jumbo Yogurt,NM-00648-C,3.33,1.58,1.71,Yes,No
649,Sunrise Organics,Sunrise Organics Lite Tomatoes,SO-00649-U,0.59,0.39,0.73,Yes,No
650,Coastal Fresh,Coastal Fresh Organic Soda,CF-00650-I,2.18,0.93,0.9,Yes,No
651,Premium Choice,Premium Choice Lite Bananas,PC-00651-R,1.08,0.6,2.58,No,No
652,Urban Pantry,Urban Pantry Fresh Lettuce,UP-00652-Q,3.31,1.6,1.81,No,No
653,Golden Valley,Golden Valley Lite Cookies,GV-00653-I,4.42,1.6,0.67,No,Yes
654,Pure Origins,Pure Origins Deluxe Dish Soap,PO-00654-B,4.99,2.87,3.51,Yes,No
655,Farmhouse Select,Farmhouse Select Extra Crunchy Ground Beef,FS-00655-Q,3.58,2.41,3.24,Yes,No
656,American Classic,American Classic Classic Sour Cream,AC-00656-R,1.47,0.52,1.21,Yes,No
657,Heritage Foods,Heritage Foods Jumbo Ice Cream,HF-00657-V,3.2,1.21,1.68,Yes,No
658,Prime Select,Prime Select Traditional Soda,PS-00658-S,2.71,1.66,1.82,Yes,No
659,Sunrise Organics,Sunrise Organics Low Sodium Bananas,SO-00659-B,1.47,0.97,2.19,No,No
660,Sunrise Organics,Sunrise Organics Family Size Trash Bags,SO-00660-I,10.3,3.77,2.78,No,No
661,Pure Origins,Pure Origins Low Sodium Vitamins,PO-00661-S,9.72,4.67,0.84,No,No
662,Greenleaf,Greenleaf Reduced Fat Muffins,G-00662-A,5.5,2.25,0.37,No,No
663,Wholesome Co,Wholesome Co Organic Ice Cream,WC-00663-P,7.91,8.38,0.93,No,No
664,Family Choice,Family Choice Low Sodium Ice Cream,FC-00664-P,3.41,1.46,2.9,No,No
665,Value Plus,Value Plus Family Size Crab Legs,VP-00665-O,6.4,3.92,2.47,Yes,No
666,Golden Valley,Golden Valley Classic Popcorn,GV-00666-B,4.96,2.27,0.4,Yes,No
667,Greenleaf,Greenleaf Lite Aluminum Foil,G-00667-E,8.89,3.34,1.94,No,No
668,American Classic,American Classic Extra Crunchy Dish Soap,AC-00668-P,2.44,1.65,2.77,No,No
669,Northern Mills,Northern Mills Gourmet Crackers,NM-00669-K,3.89,2.39,1.34,Yes,No
670,Greenleaf,Greenleaf Gourmet Bar Soap,G-00670-C,4.53,2.94,0.54,No,No
671,Bluepeak,Bluepeak Extra Crunchy Popcorn,B-00671-E,2.31,1.46,0.26,Yes,No
672,Greenleaf,Greenleaf Organic Sausage,G-00672-K,11.41,6.91,3.08,Yes,No
673,Silver Creek,Silver Creek Jumbo Bagels,SC-00673-E,3.12,1.49,1.35,Yes,No
674,Everyday Basics,Everyday Basics Lite Ice Cream,EB-00674-R,8.66,5.53,2.33,No,No
675,Farmhouse Select,Farmhouse Select Lite Onions,FS-00675-Y,1.77,0.77,2.76,Yes,No
676,Golden Harvest,Golden Harvest Reduced Fat Lettuce,GH-00676-Z,2.85,1.96,1.78,No,No
677,Prime Select,Prime Select Reduced Fat Frozen Fries,PS-00677-T,4.42,2.33,1.91,No,No
678,Golden Valley,Golden Valley Reduced Fat Dish Soap,GV-00678-A,2.82,1.42,3.87,No,No
679,American Classic,American Classic Traditional Potato Chips,AC-00679-Z,3.28,2.11,0.82,Yes,No
680,Wholesome Co,Wholesome Co Value Pack Donuts,WC-00680-H,3.18,1.66,1.18,No,No
681,Urban Pantry,Urban Pantry Extra Crunchy Aluminum Foil,UP-00681-T,4.31,2.38,1.55,Yes,No
682,Pure Origins,Pure Origins Original Pretzels,PO-00682-B,3.4,3.8,0.98,Yes,No
683,Wholesome Co,Wholesome Co Reduced Fat Butter,WC-00683-W,1.74,0.85,1.59,Yes,Yes
684,Premium Choice,Premium Choice Family Size Aluminum Foil,PC-00684-P,2.62,1.4,3.25,No,No
685,Sunrise Organics,Sunrise Organics Original Ice Cream,SO-00685-D,3.7,1.96,1.1,Yes,No
686,Sunrise Organics,Sunrise Organics Traditional Shampoo,SO-00686-B,5.73,4.0,0.67,No,No
687,Prime Select,Prime Select Value Pack Pretzels,PS-00687-W,2.61,1.1,0.7,Yes,No
688,Truetaste,Truetaste Traditional Sausage,T-00688-Y,9.72,3.79,1.04,No,No
689,Heritage Foods,Heritage Foods Organic Ice Cream,HF-00689-L,2.31,1.36,2.54,No,Yes
690,Value Plus,Value Plus Deluxe Tilapia,VP-00690-N,10.68,4.75,2.07,No,No
691,Greenleaf,Greenleaf Value Pack Onions,G-00691-K,3.55,1.42,0.61,No,No
692,Wholesome Co,Wholesome Co Deluxe Dish Soap,WC-00692-U,10.62,4.33,0.81,No,No
693,Urban Pantry,Urban Pantry Gourmet Chicken Breast,UP-00693-C,3.24,1.59,1.63,Yes,No
694,Farmhouse Select,Farmhouse Select Lite Bar Soap,FS-00694-E,8.53,5.8,1.34,Yes,No
695,Premium Choice,Premium Choice Low Sodium Coffee,PC-00695-N,3.2,1.48,0.6,Yes,No
696,Family Choice,Family Choice Original Frozen Fries,FC-00696-J,6.55,3.62,2.51,No,No
697,Prime Select,Prime Select Extra Crunchy Lettuce,PS-00697-X,3.52,2.1,1.72,No,No
698,Value Plus,Value Plus Low Sodium Donuts,VP-00698-V,1.84,0.73,1.18,Yes,No
699,Farmhouse Select,Farmhouse Select Reduced Fat Potato Chips,FS-00699-N,2.69,0.99,0.36,Yes,Yes
700,Natures Best,Natures Best Deluxe Donuts,NB-00700-T,4.15,2.33,0.52,Yes,No
701,Meadowbrook,Meadowbrook Reduced Fat Juice,M-00701-A,6.7,3.68,2.36,Yes,No
702,Urban Pantry,Urban Pantry Traditional Paper Towels,UP-00702-Q,4.5,2.03,2.55,No,No
703,Silver Creek,Silver Creek Traditional Ham,SC-00703-X,4.08,1.83,1.18,No,No
704,Golden Valley,Golden Valley Classic Ice Cream,GV-00704-Z,6.14,2.45,1.44,Yes,No
705,Premium Choice,Premium Choice Fresh Laundry Detergent,PC-00705-G,4.89,1.98,1.46,Yes,No
706,Wholesome Co,Wholesome Co Reduced Fat Sports Drink,WC-00706-F,3.85,2.42,1.42,No,No
707,Value Plus,Value Plus Mini Napkins,VP-00707-B,4.16,2.37,3.46,Yes,No
708,Golden Harvest,Golden Harvest Deluxe Muffins,GH-00708-F,4.97,2.12,1.32,No,No
709,Natures Best,Natures Best Original Chicken Breast,NB-00709-U,3.76,1.74,2.54,No,Yes
710,Pure Origins,Pure Origins Low Sodium Milk,PO-00710-A,4.23,1.76,0.7,Yes,No
711,Golden Harvest,Golden Harvest Deluxe Butter,GH-00711-M,3.06,1.76,2.31,Yes,Yes
712,Silver Creek,Silver Creek Classic Sports Drink,SC-00712-V,3.6,1.73,1.91,Yes,No
713,Pure Origins,Pure Origins Organic Bread,PO-00713-F,1.96,1.27,0.61,No,No
714,Pure Origins,Pure Origins Deluxe Chicken Breast,PO-00714-M,6.73,2.62,3.28,Yes,No
715,Hilltop Farms,Hilltop Farms Classic Frozen Fries,HF-00715-R,7.03,2.52,1.71,Yes,No
716,Premium Choice,Premium Choice Organic Onions,PC-00716-C,3.12,1.23,0.99,No,No
717,Natures Best,Natures Best Classic Pretzels,NB-00717-I,3.8,1.83,1.0,No,No
718,Bluepeak,Bluepeak Jumbo Tuna,B-00718-L,14.21,9.74,1.23,Yes,No
719,Golden Harvest,Golden Harvest Value Pack Chicken Breast,GH-00719-B,9.99,5.21,2.61,Yes,No
720,Truetaste,Truetaste Extra Crunchy Chicken Breast,T-00720-M,6.17,3.81,3.44,No,No
721,Heritage Foods,Heritage Foods Classic Carrots,HF-00721-I,1.91,0.98,2.5,Yes,No
722,Urban Pantry,Urban Pantry Traditional Dish Soap,UP-00722-H,9.74,6.73,3.88,No,No
723,Heritage Foods,Heritage Foods Organic Tomatoes,HF-00723-Z,0.71,0.28,0.95,Yes,No
724,Value Plus,Value Plus Fresh Cod,VP-00724-Y,11.42,4.15,1.45,No,No
725,Premium Choice,Premium Choice Mini Paper Towels,PC-00725-C,10.27,6.6,2.47,No,No
726,Coastal Fresh,Coastal Fresh Low Sodium Crab Legs,CF-00726-C,5.86,2.06,0.55,Yes,No
727,Prime Select,Prime Select Low Sodium Cod,PS-00727-Q,8.9,3.62,2.33,Yes,No
728,Value Plus,Value Plus Original Vitamins,VP-00728-Q,7.88,3.28,0.74,Yes,No
729,Pure Origins,Pure Origins Original Yogurt,PO-00729-H,2.12,1.32,1.37,No,Yes
730,Truetaste,Truetaste Deluxe Coffee,T-00730-T,7.24,8.55,1.09,No,No
731,Pure Origins,Pure Origins Original Apples,PO-00731-B,0.59,0.26,2.63,No,No
732,Farmhouse Select,Farmhouse Select Reduced Fat Sausage,FS-00732-I,11.03,6.23,2.15,No,Yes
733,Silver Creek,Silver Creek Mini Dish Soap,SC-00733-S,7.84,2.98,3.08,Yes,No
734,Truetaste,Truetaste Jumbo Pretzels,t-00734-b,1.78,1.95,0.49,Yes,No
735,Pure Origins,Pure Origins Original Dish Soap,PO-00735-I,9.15,5.33,1.61,No,No
736,Truetaste,Truetaste Family Size Aluminum Foil,T-00736-R,7.65,4.2,3.25,No,No
737,Golden Valley,Golden Valley Reduced Fat Popcorn,GV-00737-T,2.31,1.6,0.71,No,No
738,Everyday Basics,Everyday Basics Fresh Cheese,EB-00738-Z,3.51,1.61,1.17,Yes,No
739,Urban Pantry,Urban Pantry Original Lotion,UP-00739-V,10.07,3.57,0.74,Yes,No
740,Ecoharvest,Ecoharvest Fresh Donuts,E-00740-R,2.05,0.8,0.87,Yes,No
741,Urban Pantry,Urban Pantry Value Pack Cream,UP-00741-P,6.47,2.5,1.42,Yes,No
742,Golden Harvest,Golden Harvest Reduced Fat Sports Drink,GH-00742-C,5.85,3.5,1.27,No,No
743,Farmhouse Select,Farmhouse Select Mini Yogurt,FS-00743-C,6.2,3.35,1.72,No,No
744,Ecoharvest,Ecoharvest Low Sodium Bread,E-00744-X,2.74,1.42,0.52,Yes,No
745,Silver Creek,Silver Creek Extra Crunchy Dish Soap,SC-00745-Y,5.95,2.94,3.29,No,No
746,Prime Select,Prime Select Jumbo Pork Chops,PS-00746-I,7.53,4.3,1.34,No,Yes
747,Northern Mills,Northern Mills Organic Salmon Fillet,NM-00747-L,14.19,8.44,1.35,No,No
748,Sunrise Organics,Sunrise Organics Extra Crunchy Yogurt,SO-00748-T,2.96,1.66,1.34,Yes,No
749,Wholesome Co,Wholesome Co Lite Lotion,WC-00749-F,4.54,5.57,0.21,No,No
750,Sunrise Organics,Sunrise Organics Organic Cookies,SO-00750-S,3.01,1.46,0.48,No,No
751,Natures Best,Natures Best Classic Pretzels,NB-00751-W,3.26,2.28,0.25,Yes,No
752,Silver Creek,Silver Creek Reduced Fat Cookies,SC-00752-E,3.37,2.03,0.74,Yes,No
753,Farmhouse Select,Farmhouse Select Classic Crackers,FS-00753-G,2.4,1.17,0.47,No,No
754,Prime Select,Prime Select Low Sodium Muffins,PS-00754-H,3.3,2.21,1.14,No,No
755,Urban Pantry,Urban Pantry Gourmet Tilapia,UP-00755-L,5.3,2.79,0.76,Yes,No
756,Natures Best,Natures Best Reduced Fat Rolls,NB-00756-E,4.58,2.56,0.97,Yes,No
757,Silver Creek,Silver Creek Traditional Ham,SC-00757-C,6.24,3.09,2.85,Yes,No
758,Prime Select,Prime Select Original Sausage,PS-00758-V,6.95,4.26,2.18,Yes,No
759,Silver Creek,Silver Creek Organic Toothpaste,SC-00759-T,7.89,4.61,0.41,Yes,No
760,Hilltop Farms,Hilltop Farms Low Sodium Potato Chips,HF-00760-K,2.46,1.05,0.59,Yes,No
761,Wholesome Co,Wholesome Co Low Sodium Bananas,WC-00761-C,3.69,1.5,1.97,No,No
762,Value Plus,Value Plus Mini Vitamins,VP-00762-Y,3.98,2.01,0.45,Yes,No
763,Bluepeak,Bluepeak Low Sodium Tea,B-00763-I,4.37,2.33,2.11,No,No
764,Heritage Foods,Heritage Foods Original Tea,HF-00764-T,7.54,2.42,1.16,Yes,No
765,Family Choice,Family Choice Gourmet Crab Legs,FC-00765-Z,13.53,8.68,2.29,No,No
766,American Classic,American Classic Traditional Cod,AC-00766-Q,13.21,2.42,2.0,Yes,No
767,Prime Select,Prime Select Jumbo Carrots,PS-00767-G,3.91,2.67,2.62,No,No
768,Farmhouse Select,Farmhouse Select Value Pack Dish Soap,FS-00768-A,8.85,5.45,2.66,No,No
769,Everyday Basics,Everyday Basics Extra Crunchy Cream,EB-00769-T,4.62,1.98,1.76,Yes,No
770,Family Choice,Family Choice Low Sodium Ham,FC-00770-C,10.15,4.2,1.76,Yes,No
771,Urban Pantry,Urban Pantry Lite Bread,UP-00771-M,4.59,2.17,1.09,Yes,No
772,Bluepeak,Bluepeak Original Soda,B-00772-H,2.02,1.35,2.97,No,No
773,Prime Select,Prime Select Reduced Fat Bottled Water,PS-00773-E,1.45,0.79,1.25,Yes,No
774,Premium Choice,Premium Choice Traditional Paper Towels,PC-00774-C,8.1,3.64,3.76,No,No
775,Premium Choice,Premium Choice Gourmet Soda,PC-00775-B,4.42,5.6,2.6,Yes,No
776,Everyday Basics,Everyday Basics Value Pack Vitamins,EB-00776-V,7.66,3.34,0.42,Yes,No
777,Farmhouse Select,Farmhouse Select Lite Cookies,FS-00777-D,4.71,2.49,0.52,No,No
778,Golden Harvest,Golden Harvest Mini Apples,GH-00778-G,2.02,2.42,0.76,Yes,No
779,Hilltop Farms,Hilltop Farms Traditional Bacon,HF-00779-C,11.65,7.81,2.29,Yes,Yes
780,Pure Origins,Pure Origins Organic Popcorn,PO-00780-R,2.78,1.65,0.66,Yes,No
781,Urban Pantry,Urban Pantry Low Sodium Croissants,UP-00781-S,4.62,1.84,1.35,Yes,No
782,Crystal Springs,Crystal Springs Extra Crunchy Tuna,CS-00782-B,11.59,6.31,0.69,No,No
783,Crystal Springs,Crystal Springs Family Size Aluminum Foil,CS-00783-P,8.89,4.08,2.77,No,No
784,Meadowbrook,Meadowbrook Value Pack Frozen Pizza,M-00784-W,6.53,2.79,1.12,No,No
785,Coastal Fresh,Coastal Fresh Fresh Bacon,CF-00785-B,10.23,3.88,2.81,No,No
786,Silver Creek,Silver Creek Original Butter,SC-00786-C,2.14,1.15,1.81,No,No
787,Northern Mills,Northern Mills Value Pack Dish Soap,NM-00787-N,2.09,1.03,1.34,No,No
788,Farmhouse Select,Farmhouse Select Family Size Tuna,FS-00788-W,6.93,4.76,1.72,No,No
789,Truetaste,Truetaste Gourmet Cream,T-00789-A,2.07,1.17,0.63,Yes,No
790,Family Choice,Family Choice Family Size Cookies,FC-00790-Q,3.09,2.07,0.22,Yes,Yes
791,Farmhouse Select,Farmhouse Select Value Pack Rolls,FS-00791-N,2.9,2.01,1.05,No,No
792,Sunrise Organics,Sunrise Organics Family Size Shampoo,so-00792-m,4.77,2.84,0.38,Yes,No
793,Wholesome Co,Wholesome Co Organic Chicken Breast,WC-00793-R,5.52,2.7,1.83,No,No
794,Crystal Springs,Crystal Springs Family Size Popcorn,CS-00794-R,2.72,2.42,0.92,Yes,Yes
795,Golden Valley,Golden Valley Reduced Fat Sour Cream,GV-00795-D,2.16,0.96,0.73,No,Yes
796,Meadowbrook,Meadowbrook Fresh Shampoo,M-00796-O,7.58,3.81,1.19,Yes,No
797,Greenleaf,Greenleaf Extra Crunchy Popcorn,G-00797-W,4.87,2.12,0.92,No,No
798,Wholesome Co,Wholesome Co Fresh Pork Chops,WC-00798-V,9.31,3.27,0.91,Yes,No
799,Northern Mills,Northern Mills Value Pack Tea,NM-00799-G,1.18,2.42,0.8,No,No
800,Coastal Fresh,Coastal Fresh Mini Trash Bags,CF-00800-Y,3.83,1.58,1.31,No,No
801,American Classic,American Classic Family Size Dish Soap,AC-00801-X,5.67,3.21,2.06,No,No
802,Hilltop Farms,Hilltop Farms Family Size Ground Beef,HF-00802-X,10.41,4.4,1.87,Yes,No
803,Family Choice,Family Choice Extra Crunchy Cheese,FC-00803-Q,2.08,2.42,0.7,No,No
804,Value Plus,Value Plus Classic Ground Beef,VP-00804-L,11.42,4.52,1.79,No,No
805,Value Plus,Value Plus Low Sodium Yogurt,VP-00805-P,2.14,1.27,0.98,No,No
806,Truetaste,Truetaste Deluxe Tomatoes,T-00806-Q,3.7,1.6,1.71,No,No
807,Wholesome Co,Wholesome Co Family Size Ground Beef,wc-00807-n,9.51,5.3,2.07,No,No
808,Crystal Springs,Crystal Springs Low Sodium Rolls,CS-00808-P,1.66,0.75,1.08,No,No
809,American Classic,American Classic Deluxe Cod,AC-00809-D,7.99,2.88,0.84,Yes,No
810,Natures Best,Natures Best Family Size Potato Chips,NB-00810-R,3.59,2.29,0.39,No,No
811,Crystal Springs,Crystal Springs Lite Waffles,CS-00811-H,5.59,2.01,1.49,No,No
812,Everyday Basics,Everyday Basics Organic Salmon Fillet,EB-00812-G,10.66,6.17,0.94,Yes,No
813,Wholesome Co,Wholesome Co Traditional Tea,WC-00813-C,2.73,1.86,1.09,No,No
814,Meadowbrook,Meadowbrook Original Bananas,M-00814-R,3.83,1.83,1.52,No,No
815,Hilltop Farms,Hilltop Farms Reduced Fat Ice Cream,HF-00815-Q,7.08,4.93,1.63,No,No
